Frequency (GHz)	DB(|S(2,1)|) : demo 1
5.75762	-0.806509
5.75762	-0.801748
5.75762	-0.797029
5.75763	-0.792349
5.75763	-0.787708
5.75763	-0.783107
5.75763	-0.778544
5.75763	-0.77402
5.75763	-0.769533
5.75763	-0.765083
5.75763	-0.760671
5.75763	-0.756295
5.75763	-0.751955
5.75764	-0.747652
5.75764	-0.743383
5.75764	-0.73915
5.75764	-0.734951
5.75764	-0.730787
5.75764	-0.726656
5.75764	-0.722559
5.75764	-0.718496
5.75764	-0.714465
5.75764	-0.710467
5.75765	-0.7065
5.75765	-0.702566
5.75765	-0.698664
5.75765	-0.694792
5.75765	-0.690952
5.75765	-0.687142
5.75765	-0.683362
5.75765	-0.679612
5.75765	-0.675892
5.75765	-0.672201
5.75766	-0.66854
5.75766	-0.664907
5.75766	-0.661302
5.75766	-0.657726
5.75766	-0.654177
5.75766	-0.650656
5.75766	-0.647163
5.75766	-0.643696
5.75766	-0.640256
5.75766	-0.636843
5.75767	-0.633456
5.75767	-0.630095
5.75767	-0.626759
5.75767	-0.62345
5.75767	-0.620165
5.75767	-0.616905
5.75767	-0.61367
5.75767	-0.61046
5.75767	-0.607273
5.75767	-0.604111
5.75768	-0.600973
5.75768	-0.597858
5.75768	-0.594766
5.75768	-0.591697
5.75768	-0.588652
5.75768	-0.585629
5.75768	-0.582628
5.75768	-0.579649
5.75768	-0.576693
5.75768	-0.573758
5.75769	-0.570845
5.75769	-0.567953
5.75769	-0.565083
5.75769	-0.562233
5.75769	-0.559404
5.75769	-0.556596
5.75769	-0.553808
5.75769	-0.55104
5.75769	-0.548292
5.75769	-0.545564
5.7577	-0.542856
5.7577	-0.540167
5.7577	-0.537497
5.7577	-0.534846
5.7577	-0.532215
5.7577	-0.529602
5.7577	-0.527007
5.7577	-0.524431
5.7577	-0.521873
5.7577	-0.519333
5.75771	-0.516811
5.75771	-0.514307
5.75771	-0.51182
5.75771	-0.509351
5.75771	-0.506899
5.75771	-0.504464
5.75771	-0.502046
5.75771	-0.499645
5.75771	-0.49726
5.75771	-0.494892
5.75772	-0.49254
5.75772	-0.490204
5.75772	-0.487884
5.75772	-0.48558
5.75772	-0.483292
5.75772	-0.48102
5.75772	-0.478763
5.75772	-0.476521
5.75772	-0.474295
5.75772	-0.472083
5.75773	-0.469887
5.75773	-0.467705
5.75773	-0.465538
5.75773	-0.463385
5.75773	-0.461247
5.75773	-0.459124
5.75773	-0.457014
5.75773	-0.454918
5.75773	-0.452837
5.75773	-0.450769
5.75774	-0.448714
5.75774	-0.446674
5.75774	-0.444647
5.75774	-0.442633
5.75774	-0.440632
5.75774	-0.438644
5.75774	-0.43667
5.75774	-0.434708
5.75774	-0.432759
5.75774	-0.430823
5.75775	-0.428899
5.75775	-0.426988
5.75775	-0.425089
5.75775	-0.423202
5.75775	-0.421327
5.75775	-0.419465
5.75775	-0.417614
5.75775	-0.415776
5.75775	-0.413948
5.75775	-0.412133
5.75776	-0.410329
5.75776	-0.408537
5.75776	-0.406756
5.75776	-0.404986
5.75776	-0.403227
5.75776	-0.40148
5.75776	-0.399743
5.75776	-0.398017
5.75776	-0.396302
5.75776	-0.394598
5.75777	-0.392904
5.75777	-0.391221
5.75777	-0.389549
5.75777	-0.387887
5.75777	-0.386235
5.75777	-0.384593
5.75777	-0.382961
5.75777	-0.38134
5.75777	-0.379728
5.75777	-0.378126
5.75778	-0.376534
5.75778	-0.374952
5.75778	-0.373379
5.75778	-0.371816
5.75778	-0.370263
5.75778	-0.368719
5.75778	-0.367184
5.75778	-0.365658
5.75778	-0.364142
5.75778	-0.362635
5.75779	-0.361137
5.75779	-0.359648
5.75779	-0.358167
5.75779	-0.356696
5.75779	-0.355233
5.75779	-0.353779
5.75779	-0.352334
5.75779	-0.350897
5.75779	-0.349469
5.75779	-0.348049
5.7578	-0.346638
5.7578	-0.345234
5.7578	-0.34384
5.7578	-0.342453
5.7578	-0.341074
5.7578	-0.339704
5.7578	-0.338341
5.7578	-0.336986
5.7578	-0.33564
5.7578	-0.334301
5.75781	-0.332969
5.75781	-0.331646
5.75781	-0.33033
5.75781	-0.329022
5.75781	-0.327721
5.75781	-0.326428
5.75781	-0.325142
5.75781	-0.323863
5.75781	-0.322592
5.75781	-0.321328
5.75782	-0.320071
5.75782	-0.318821
5.75782	-0.317579
5.75782	-0.316343
5.75782	-0.315114
5.75782	-0.313893
5.75782	-0.312678
5.75782	-0.31147
5.75782	-0.310269
5.75783	-0.309074
5.75783	-0.307886
5.75783	-0.306705
5.75783	-0.305531
5.75783	-0.304362
5.75783	-0.303201
5.75783	-0.302046
5.75783	-0.300897
5.75783	-0.299754
5.75783	-0.298618
5.75783	-0.297488
5.75784	-0.296365
5.75784	-0.295247
5.75784	-0.294136
5.75784	-0.29303
5.75784	-0.291931
5.75784	-0.290838
5.75784	-0.28975
5.75784	-0.288669
5.75784	-0.287593
5.75784	-0.286524
5.75785	-0.28546
5.75785	-0.284401
5.75785	-0.283349
5.75785	-0.282302
5.75785	-0.28126
5.75785	-0.280225
5.75785	-0.279195
5.75785	-0.27817
5.75785	-0.277151
5.75785	-0.276137
5.75786	-0.275128
5.75786	-0.274125
5.75786	-0.273127
5.75786	-0.272135
5.75786	-0.271148
5.75786	-0.270166
5.75786	-0.269189
5.75786	-0.268217
5.75786	-0.26725
5.75786	-0.266289
5.75787	-0.265332
5.75787	-0.26438
5.75787	-0.263434
5.75787	-0.262492
5.75787	-0.261555
5.75787	-0.260623
5.75787	-0.259696
5.75787	-0.258774
5.75787	-0.257856
5.75787	-0.256943
5.75788	-0.256035
5.75788	-0.255131
5.75788	-0.254232
5.75788	-0.253338
5.75788	-0.252448
5.75788	-0.251563
5.75788	-0.250682
5.75788	-0.249806
5.75788	-0.248934
5.75788	-0.248067
5.75789	-0.247204
5.75789	-0.246345
5.75789	-0.245491
5.75789	-0.244641
5.75789	-0.243795
5.75789	-0.242954
5.75789	-0.242117
5.75789	-0.241284
5.75789	-0.240455
5.7579	-0.23963
5.7579	-0.238809
5.7579	-0.237993
5.7579	-0.23718
5.7579	-0.236372
5.7579	-0.235567
5.7579	-0.234767
5.7579	-0.23397
5.7579	-0.233177
5.7579	-0.232389
5.7579	-0.231604
5.75791	-0.230823
5.75791	-0.230046
5.75791	-0.229272
5.75791	-0.228502
5.75791	-0.227737
5.75791	-0.226974
5.75791	-0.226216
5.75791	-0.225461
5.75791	-0.22471
5.75791	-0.223963
5.75792	-0.223219
5.75792	-0.222478
5.75792	-0.221742
5.75792	-0.221009
5.75792	-0.220279
5.75792	-0.219553
5.75792	-0.21883
5.75792	-0.218111
5.75792	-0.217395
5.75792	-0.216683
5.75793	-0.215974
5.75793	-0.215268
5.75793	-0.214566
5.75793	-0.213867
5.75793	-0.213171
5.75793	-0.212479
5.75793	-0.211789
5.75793	-0.211104
5.75793	-0.210421
5.75793	-0.209741
5.75794	-0.209065
5.75794	-0.208392
5.75794	-0.207722
5.75794	-0.207055
5.75794	-0.206392
5.75794	-0.205731
5.75794	-0.205073
5.75794	-0.204419
5.75794	-0.203767
5.75794	-0.203119
5.75795	-0.202474
5.75795	-0.201831
5.75795	-0.201192
5.75795	-0.200555
5.75795	-0.199921
5.75795	-0.19929
5.75795	-0.198663
5.75795	-0.198038
5.75795	-0.197415
5.75795	-0.196796
5.75796	-0.19618
5.75796	-0.195566
5.75796	-0.194955
5.75796	-0.194347
5.75796	-0.193742
5.75796	-0.193139
5.75796	-0.192539
5.75796	-0.191942
5.75796	-0.191347
5.75797	-0.190755
5.75797	-0.190166
5.75797	-0.18958
5.75797	-0.188996
5.75797	-0.188414
5.75797	-0.187836
5.75797	-0.187259
5.75797	-0.186686
5.75797	-0.186115
5.75797	-0.185546
5.75797	-0.18498
5.75798	-0.184417
5.75798	-0.183856
5.75798	-0.183297
5.75798	-0.182741
5.75798	-0.182188
5.75798	-0.181636
5.75798	-0.181088
5.75798	-0.180541
5.75798	-0.179997
5.75798	-0.179456
5.75799	-0.178917
5.75799	-0.17838
5.75799	-0.177845
5.75799	-0.177313
5.75799	-0.176783
5.75799	-0.176255
5.75799	-0.17573
5.75799	-0.175207
5.75799	-0.174686
5.75799	-0.174168
5.758	-0.173651
5.758	-0.173137
5.758	-0.172625
5.758	-0.172116
5.758	-0.171608
5.758	-0.171103
5.758	-0.1706
5.758	-0.170099
5.758	-0.169601
5.758	-0.169104
5.75801	-0.16861
5.75801	-0.168117
5.75801	-0.167627
5.75801	-0.167139
5.75801	-0.166653
5.75801	-0.166169
5.75801	-0.165687
5.75801	-0.165207
5.75801	-0.164729
5.75801	-0.164253
5.75802	-0.163779
5.75802	-0.163307
5.75802	-0.162837
5.75802	-0.162369
5.75802	-0.161903
5.75802	-0.161439
5.75802	-0.160976
5.75802	-0.160516
5.75802	-0.160058
5.75802	-0.159601
5.75803	-0.159147
5.75803	-0.158694
5.75803	-0.158243
5.75803	-0.157794
5.75803	-0.157347
5.75803	-0.156901
5.75803	-0.156458
5.75803	-0.156016
5.75803	-0.155576
5.75803	-0.155138
5.75804	-0.154702
5.75804	-0.154267
5.75804	-0.153835
5.75804	-0.153404
5.75804	-0.152975
5.75804	-0.152547
5.75804	-0.152121
5.75804	-0.151697
5.75804	-0.151275
5.75804	-0.150854
5.75805	-0.150435
5.75805	-0.150018
5.75805	-0.149603
5.75805	-0.149189
5.75805	-0.148776
5.75805	-0.148366
5.75805	-0.147957
5.75805	-0.14755
5.75805	-0.147144
5.75805	-0.14674
5.75806	-0.146337
5.75806	-0.145937
5.75806	-0.145537
5.75806	-0.14514
5.75806	-0.144744
5.75806	-0.144349
5.75806	-0.143956
5.75806	-0.143565
5.75806	-0.143175
5.75806	-0.142786
5.75807	-0.142399
5.75807	-0.142014
5.75807	-0.14163
5.75807	-0.141248
5.75807	-0.140867
5.75807	-0.140488
5.75807	-0.14011
5.75807	-0.139734
5.75807	-0.139359
5.75807	-0.138985
5.75808	-0.138613
5.75808	-0.138243
5.75808	-0.137874
5.75808	-0.137506
5.75808	-0.13714
5.75808	-0.136775
5.75808	-0.136412
5.75808	-0.136049
5.75808	-0.135689
5.75808	-0.13533
5.75809	-0.134972
5.75809	-0.134615
5.75809	-0.13426
5.75809	-0.133906
5.75809	-0.133554
5.75809	-0.133203
5.75809	-0.132853
5.75809	-0.132504
5.75809	-0.132157
5.75809	-0.131812
5.7581	-0.131467
5.7581	-0.131124
5.7581	-0.130782
5.7581	-0.130441
5.7581	-0.130102
5.7581	-0.129764
5.7581	-0.129427
5.7581	-0.129092
5.7581	-0.128758
5.7581	-0.128425
5.75811	-0.128093
5.75811	-0.127762
5.75811	-0.127433
5.75811	-0.127105
5.75811	-0.126778
5.75811	-0.126453
5.75811	-0.126128
5.75811	-0.125805
5.75811	-0.125483
5.75811	-0.125162
5.75812	-0.124843
5.75812	-0.124524
5.75812	-0.124207
5.75812	-0.123891
5.75812	-0.123576
5.75812	-0.123262
5.75812	-0.12295
5.75812	-0.122638
5.75812	-0.122328
5.75812	-0.122019
5.75813	-0.121711
5.75813	-0.121404
5.75813	-0.121098
5.75813	-0.120793
5.75813	-0.12049
5.75813	-0.120187
5.75813	-0.119886
5.75813	-0.119586
5.75813	-0.119286
5.75813	-0.118988
5.75814	-0.118691
5.75814	-0.118395
5.75814	-0.1181
5.75814	-0.117807
5.75814	-0.117514
5.75814	-0.117222
5.75814	-0.116931
5.75814	-0.116642
5.75814	-0.116353
5.75814	-0.116066
5.75815	-0.115779
5.75815	-0.115494
5.75815	-0.115209
5.75815	-0.114926
5.75815	-0.114643
5.75815	-0.114362
5.75815	-0.114081
5.75815	-0.113802
5.75815	-0.113523
5.75815	-0.113246
5.75816	-0.112969
5.75816	-0.112694
5.75816	-0.112419
5.75816	-0.112146
5.75816	-0.111873
5.75816	-0.111601
5.75816	-0.111331
5.75816	-0.111061
5.75816	-0.110792
5.75816	-0.110524
5.75817	-0.110257
5.75817	-0.109991
5.75817	-0.109726
5.75817	-0.109462
5.75817	-0.109199
5.75817	-0.108936
5.75817	-0.108675
5.75817	-0.108414
5.75817	-0.108155
5.75817	-0.107896
5.75818	-0.107638
5.75818	-0.107381
5.75818	-0.107125
5.75818	-0.10687
5.75818	-0.106616
5.75818	-0.106362
5.75818	-0.10611
5.75818	-0.105858
5.75818	-0.105607
5.75818	-0.105357
5.75819	-0.105108
5.75819	-0.10486
5.75819	-0.104613
5.75819	-0.104366
5.75819	-0.10412
5.75819	-0.103876
5.75819	-0.103632
5.75819	-0.103388
5.75819	-0.103146
5.75819	-0.102904
5.7582	-0.102664
5.7582	-0.102424
5.7582	-0.102185
5.7582	-0.101946
5.7582	-0.101709
5.7582	-0.101472
5.7582	-0.101236
5.7582	-0.101001
5.7582	-0.100767
5.7582	-0.100533
5.75821	-0.1003
5.75821	-0.100068
5.75821	-0.099837
5.75821	-0.0996065
5.75821	-0.0993769
5.75821	-0.0991479
5.75821	-0.0989198
5.75821	-0.0986924
5.75821	-0.0984657
5.75821	-0.0982399
5.75822	-0.0980147
5.75822	-0.0977903
5.75822	-0.0975666
5.75822	-0.0973437
5.75822	-0.0971215
5.75822	-0.0969001
5.75822	-0.0966794
5.75822	-0.0964594
5.75822	-0.0962401
5.75822	-0.0960215
5.75823	-0.0958037
5.75823	-0.0955866
5.75823	-0.0953702
5.75823	-0.0951545
5.75823	-0.0949394
5.75823	-0.0947251
5.75823	-0.0945115
5.75823	-0.0942986
5.75823	-0.0940864
5.75823	-0.0938749
5.75824	-0.093664
5.75824	-0.0934539
5.75824	-0.0932444
5.75824	-0.0930356
5.75824	-0.0928275
5.75824	-0.09262
5.75824	-0.0924132
5.75824	-0.0922071
5.75824	-0.0920017
5.75824	-0.0917969
5.75825	-0.0915927
5.75825	-0.0913892
5.75825	-0.0911864
5.75825	-0.0909842
5.75825	-0.0907827
5.75825	-0.0905818
5.75825	-0.0903816
5.75825	-0.0901819
5.75825	-0.089983
5.75825	-0.0897846
5.75826	-0.0895869
5.75826	-0.0893898
5.75826	-0.0891934
5.75826	-0.0889975
5.75826	-0.0888023
5.75826	-0.0886077
5.75826	-0.0884137
5.75826	-0.0882204
5.75826	-0.0880276
5.75826	-0.0878354
5.75827	-0.0876439
5.75827	-0.087453
5.75827	-0.0872626
5.75827	-0.0870729
5.75827	-0.0868837
5.75827	-0.0866951
5.75827	-0.0865072
5.75827	-0.0863198
5.75827	-0.086133
5.75827	-0.0859468
5.75828	-0.0857611
5.75828	-0.0855761
5.75828	-0.0853916
5.75828	-0.0852077
5.75828	-0.0850243
5.75828	-0.0848416
5.75828	-0.0846593
5.75828	-0.0844777
5.75828	-0.0842966
5.75828	-0.0841161
5.75829	-0.0839361
5.75829	-0.0837567
5.75829	-0.0835779
5.75829	-0.0833996
5.75829	-0.0832218
5.75829	-0.0830446
5.75829	-0.0828679
5.75829	-0.0826918
5.75829	-0.0825162
5.75829	-0.0823412
5.7583	-0.0821667
5.7583	-0.0819927
5.7583	-0.0818192
5.7583	-0.0816463
5.7583	-0.0814739
5.7583	-0.081302
5.7583	-0.0811307
5.7583	-0.0809598
5.7583	-0.0807895
5.7583	-0.0806197
5.75831	-0.0804505
5.75831	-0.0802817
5.75831	-0.0801134
5.75831	-0.0799457
5.75831	-0.0797784
5.75831	-0.0796117
5.75831	-0.0794454
5.75831	-0.0792797
5.75831	-0.0791145
5.75831	-0.0789497
5.75832	-0.0787855
5.75832	-0.0786217
5.75832	-0.0784584
5.75832	-0.0782956
5.75832	-0.0781333
5.75832	-0.0779715
5.75832	-0.0778102
5.75832	-0.0776493
5.75832	-0.077489
5.75832	-0.0773291
5.75833	-0.0771697
5.75833	-0.0770107
5.75833	-0.0768522
5.75833	-0.0766942
5.75833	-0.0765367
5.75833	-0.0763796
5.75833	-0.076223
5.75833	-0.0760669
5.75833	-0.0759112
5.75833	-0.0757559
5.75834	-0.0756012
5.75834	-0.0754469
5.75834	-0.075293
5.75834	-0.0751396
5.75834	-0.0749866
5.75834	-0.0748341
5.75834	-0.074682
5.75834	-0.0745304
5.75834	-0.0743792
5.75834	-0.0742285
5.75835	-0.0740782
5.75835	-0.0739283
5.75835	-0.0737789
5.75835	-0.0736299
5.75835	-0.0734813
5.75835	-0.0733332
5.75835	-0.0731855
5.75835	-0.0730382
5.75835	-0.0728914
5.75835	-0.072745
5.75836	-0.072599
5.75836	-0.0724534
5.75836	-0.0723082
5.75836	-0.0721635
5.75836	-0.0720192
5.75836	-0.0718753
5.75836	-0.0717318
5.75836	-0.0715887
5.75836	-0.071446
5.75836	-0.0713038
5.75837	-0.0711619
5.75837	-0.0710205
5.75837	-0.0708794
5.75837	-0.0707388
5.75837	-0.0705985
5.75837	-0.0704587
5.75837	-0.0703192
5.75837	-0.0701802
5.75837	-0.0700415
5.75837	-0.0699033
5.75838	-0.0697654
5.75838	-0.0696279
5.75838	-0.0694908
5.75838	-0.0693541
5.75838	-0.0692178
5.75838	-0.0690819
5.75838	-0.0689464
5.75838	-0.0688112
5.75838	-0.0686764
5.75838	-0.068542
5.75839	-0.068408
5.75839	-0.0682743
5.75839	-0.0681411
5.75839	-0.0680082
5.75839	-0.0678756
5.75839	-0.0677435
5.75839	-0.0676117
5.75839	-0.0674803
5.75839	-0.0673492
5.75839	-0.0672185
5.7584	-0.0670882
5.7584	-0.0669583
5.7584	-0.0668287
5.7584	-0.0666994
5.7584	-0.0665706
5.7584	-0.066442
5.7584	-0.0663139
5.7584	-0.0661861
5.7584	-0.0660586
5.7584	-0.0659315
5.75841	-0.0658048
5.75841	-0.0656784
5.75841	-0.0655523
5.75841	-0.0654266
5.75841	-0.0653012
5.75841	-0.0651762
5.75841	-0.0650515
5.75841	-0.0649272
5.75841	-0.0648032
5.75841	-0.0646796
5.75842	-0.0645563
5.75842	-0.0644333
5.75842	-0.0643107
5.75842	-0.0641884
5.75842	-0.0640664
5.75842	-0.0639448
5.75842	-0.0638234
5.75842	-0.0637025
5.75842	-0.0635818
5.75842	-0.0634615
5.75843	-0.0633415
5.75843	-0.0632219
5.75843	-0.0631025
5.75843	-0.0629835
5.75843	-0.0628648
5.75843	-0.0627464
5.75843	-0.0626284
5.75843	-0.0625106
5.75843	-0.0623932
5.75844	-0.0622761
5.75844	-0.0621593
5.75844	-0.0620429
5.75844	-0.0619267
5.75844	-0.0618109
5.75844	-0.0616953
5.75844	-0.0615801
5.75844	-0.0614652
5.75844	-0.0613506
5.75844	-0.0612363
5.75844	-0.0611223
5.75845	-0.0610086
5.75845	-0.0608952
5.75845	-0.0607821
5.75845	-0.0606693
5.75845	-0.0605568
5.75845	-0.0604446
5.75845	-0.0603327
5.75845	-0.0602211
5.75845	-0.0601098
5.75845	-0.0599988
5.75846	-0.0598881
5.75846	-0.0597777
5.75846	-0.0596676
5.75846	-0.0595577
5.75846	-0.0594482
5.75846	-0.0593389
5.75846	-0.05923
5.75846	-0.0591213
5.75846	-0.0590129
5.75846	-0.0589048
5.75847	-0.058797
5.75847	-0.0586894
5.75847	-0.0585822
5.75847	-0.0584752
5.75847	-0.0583685
5.75847	-0.058262
5.75847	-0.0581559
5.75847	-0.05805
5.75847	-0.0579444
5.75847	-0.0578391
5.75848	-0.0577341
5.75848	-0.0576293
5.75848	-0.0575248
5.75848	-0.0574206
5.75848	-0.0573166
5.75848	-0.057213
5.75848	-0.0571095
5.75848	-0.0570064
5.75848	-0.0569035
5.75848	-0.0568009
5.75849	-0.0566985
5.75849	-0.0565964
5.75849	-0.0564946
5.75849	-0.0563931
5.75849	-0.0562918
5.75849	-0.0561907
5.75849	-0.0560899
5.75849	-0.0559894
5.75849	-0.0558892
5.75849	-0.0557892
5.7585	-0.0556894
5.7585	-0.0555899
5.7585	-0.0554907
5.7585	-0.0553917
5.7585	-0.0552929
5.7585	-0.0551945
5.7585	-0.0550962
5.7585	-0.0549983
5.7585	-0.0549005
5.75851	-0.054803
5.75851	-0.0547058
5.75851	-0.0546088
5.75851	-0.0545121
5.75851	-0.0544156
5.75851	-0.0543193
5.75851	-0.0542233
5.75851	-0.0541275
5.75851	-0.054032
5.75851	-0.0539367
5.75851	-0.0538417
5.75852	-0.0537469
5.75852	-0.0536523
5.75852	-0.053558
5.75852	-0.0534639
5.75852	-0.0533701
5.75852	-0.0532764
5.75852	-0.0531831
5.75852	-0.0530899
5.75852	-0.052997
5.75852	-0.0529043
5.75853	-0.0528119
5.75853	-0.0527196
5.75853	-0.0526277
5.75853	-0.0525359
5.75853	-0.0524444
5.75853	-0.0523531
5.75853	-0.052262
5.75853	-0.0521711
5.75853	-0.0520805
5.75853	-0.0519901
5.75854	-0.0518999
5.75854	-0.05181
5.75854	-0.0517203
5.75854	-0.0516308
5.75854	-0.0515415
5.75854	-0.0514524
5.75854	-0.0513636
5.75854	-0.0512749
5.75854	-0.0511865
5.75854	-0.0510983
5.75855	-0.0510104
5.75855	-0.0509226
5.75855	-0.0508351
5.75855	-0.0507478
5.75855	-0.0506606
5.75855	-0.0505738
5.75855	-0.0504871
5.75855	-0.0504006
5.75855	-0.0503143
5.75855	-0.0502283
5.75856	-0.0501425
5.75856	-0.0500568
5.75856	-0.0499714
5.75856	-0.0498862
5.75856	-0.0498012
5.75856	-0.0497164
5.75856	-0.0496318
5.75856	-0.0495474
5.75856	-0.0494632
5.75856	-0.0493793
5.75857	-0.0492955
5.75857	-0.0492119
5.75857	-0.0491286
5.75857	-0.0490454
5.75857	-0.0489624
5.75857	-0.0488797
5.75857	-0.0487971
5.75857	-0.0487147
5.75857	-0.0486326
5.75858	-0.0485506
5.75858	-0.0484688
5.75858	-0.0483873
5.75858	-0.0483059
5.75858	-0.0482247
5.75858	-0.0481437
5.75858	-0.0480629
5.75858	-0.0479823
5.75858	-0.0479019
5.75858	-0.0478217
5.75858	-0.0477417
5.75859	-0.0476618
5.75859	-0.0475822
5.75859	-0.0475027
5.75859	-0.0474235
5.75859	-0.0473444
5.75859	-0.0472655
5.75859	-0.0471868
5.75859	-0.0471083
5.75859	-0.04703
5.75859	-0.0469518
5.7586	-0.0468739
5.7586	-0.0467961
5.7586	-0.0467185
5.7586	-0.0466411
5.7586	-0.0465639
5.7586	-0.0464869
5.7586	-0.04641
5.7586	-0.0463334
5.7586	-0.0462569
5.7586	-0.0461805
5.75861	-0.0461044
5.75861	-0.0460285
5.75861	-0.0459527
5.75861	-0.0458771
5.75861	-0.0458017
5.75861	-0.0457264
5.75861	-0.0456514
5.75861	-0.0455765
5.75861	-0.0455017
5.75861	-0.0454272
5.75862	-0.0453528
5.75862	-0.0452786
5.75862	-0.0452046
5.75862	-0.0451308
5.75862	-0.0450571
5.75862	-0.0449836
5.75862	-0.0449103
5.75862	-0.0448371
5.75862	-0.0447641
5.75862	-0.0446913
5.75863	-0.0446186
5.75863	-0.0445461
5.75863	-0.0444738
5.75863	-0.0444017
5.75863	-0.0443297
5.75863	-0.0442579
5.75863	-0.0441862
5.75863	-0.0441147
5.75863	-0.0440434
5.75863	-0.0439722
5.75864	-0.0439012
5.75864	-0.0438304
5.75864	-0.0437597
5.75864	-0.0436892
5.75864	-0.0436189
5.75864	-0.0435487
5.75864	-0.0434787
5.75864	-0.0434088
5.75864	-0.0433391
5.75864	-0.0432696
5.75865	-0.0432002
5.75865	-0.043131
5.75865	-0.0430619
5.75865	-0.042993
5.75865	-0.0429242
5.75865	-0.0428556
5.75865	-0.0427872
5.75865	-0.0427189
5.75865	-0.0426508
5.75865	-0.0425828
5.75866	-0.042515
5.75866	-0.0424473
5.75866	-0.0423798
5.75866	-0.0423124
5.75866	-0.0422452
5.75866	-0.0421782
5.75866	-0.0421113
5.75866	-0.0420445
5.75866	-0.0419779
5.75866	-0.0419115
5.75867	-0.0418451
5.75867	-0.041779
5.75867	-0.041713
5.75867	-0.0416471
5.75867	-0.0415814
5.75867	-0.0415159
5.75867	-0.0414504
5.75867	-0.0413852
5.75867	-0.0413201
5.75867	-0.0412551
5.75868	-0.0411902
5.75868	-0.0411256
5.75868	-0.041061
5.75868	-0.0409966
5.75868	-0.0409324
5.75868	-0.0408683
5.75868	-0.0408043
5.75868	-0.0407405
5.75868	-0.0406768
5.75868	-0.0406132
5.75869	-0.0405498
5.75869	-0.0404866
5.75869	-0.0404235
5.75869	-0.0403605
5.75869	-0.0402977
5.75869	-0.040235
5.75869	-0.0401724
5.75869	-0.04011
5.75869	-0.0400477
5.75869	-0.0399855
5.7587	-0.0399235
5.7587	-0.0398616
5.7587	-0.0397999
5.7587	-0.0397383
5.7587	-0.0396768
5.7587	-0.0396155
5.7587	-0.0395543
5.7587	-0.0394933
5.7587	-0.0394323
5.7587	-0.0393715
5.75871	-0.0393109
5.75871	-0.0392503
5.75871	-0.0391899
5.75871	-0.0391297
5.75871	-0.0390695
5.75871	-0.0390095
5.75871	-0.0389497
5.75871	-0.0388899
5.75871	-0.0388303
5.75871	-0.0387708
5.75872	-0.0387115
5.75872	-0.0386523
5.75872	-0.0385932
5.75872	-0.0385342
5.75872	-0.0384754
5.75872	-0.0384167
5.75872	-0.0383581
5.75872	-0.0382996
5.75872	-0.0382413
5.75872	-0.0381831
5.75873	-0.038125
5.75873	-0.0380671
5.75873	-0.0380093
5.75873	-0.0379516
5.75873	-0.037894
5.75873	-0.0378365
5.75873	-0.0377792
5.75873	-0.037722
5.75873	-0.0376649
5.75873	-0.037608
5.75874	-0.0375511
5.75874	-0.0374944
5.75874	-0.0374378
5.75874	-0.0373813
5.75874	-0.037325
5.75874	-0.0372688
5.75874	-0.0372126
5.75874	-0.0371567
5.75874	-0.0371008
5.75874	-0.037045
5.75875	-0.0369894
5.75875	-0.0369339
5.75875	-0.0368785
5.75875	-0.0368232
5.75875	-0.0367681
5.75875	-0.036713
5.75875	-0.0366581
5.75875	-0.0366033
5.75875	-0.0365486
5.75875	-0.036494
5.75876	-0.0364395
5.75876	-0.0363852
5.75876	-0.036331
5.75876	-0.0362768
5.75876	-0.0362228
5.75876	-0.036169
5.75876	-0.0361152
5.75876	-0.0360615
5.75876	-0.036008
5.75876	-0.0359545
5.75877	-0.0359012
5.75877	-0.035848
5.75877	-0.0357949
5.75877	-0.0357419
5.75877	-0.035689
5.75877	-0.0356363
5.75877	-0.0355836
5.75877	-0.0355311
5.75877	-0.0354786
5.75877	-0.0354263
5.75878	-0.0353741
5.75878	-0.035322
5.75878	-0.03527
5.75878	-0.0352181
5.75878	-0.0351663
5.75878	-0.0351146
5.75878	-0.0350631
5.75878	-0.0350116
5.75878	-0.0349603
5.75878	-0.034909
5.75879	-0.0348579
5.75879	-0.0348069
5.75879	-0.0347559
5.75879	-0.0347051
5.75879	-0.0346544
5.75879	-0.0346038
5.75879	-0.0345533
5.75879	-0.0345029
5.75879	-0.0344526
5.75879	-0.0344024
5.7588	-0.0343523
5.7588	-0.0343023
5.7588	-0.0342524
5.7588	-0.0342026
5.7588	-0.034153
5.7588	-0.0341034
5.7588	-0.0340539
5.7588	-0.0340045
5.7588	-0.0339553
5.7588	-0.0339061
5.75881	-0.033857
5.75881	-0.0338081
5.75881	-0.0337592
5.75881	-0.0337104
5.75881	-0.0336618
5.75881	-0.0336132
5.75881	-0.0335647
5.75881	-0.0335164
5.75881	-0.0334681
5.75881	-0.0334199
5.75882	-0.0333718
5.75882	-0.0333239
5.75882	-0.033276
5.75882	-0.0332282
5.75882	-0.0331805
5.75882	-0.0331329
5.75882	-0.0330854
5.75882	-0.033038
5.75882	-0.0329907
5.75882	-0.0329435
5.75883	-0.0328964
5.75883	-0.0328494
5.75883	-0.0328025
5.75883	-0.0327557
5.75883	-0.0327089
5.75883	-0.0326623
5.75883	-0.0326158
5.75883	-0.0325693
5.75883	-0.032523
5.75883	-0.0324767
5.75884	-0.0324306
5.75884	-0.0323845
5.75884	-0.0323385
5.75884	-0.0322926
5.75884	-0.0322468
